web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732752940-425,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrain - Bambylor Gorom,https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2729869,150 m2,2 500 000 CFA,"Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2729869_uploaded_image1_1604233024.jpg""); width: 422px;"
1732752944-426,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrains 180 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m-keur-massar-2729951,180,8 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2729951_uploaded_image1_1604235959.jpg""); width: 415px;"
1732752949-427,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrains 150m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-rufisque-2730030,150,2 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2730030_uploaded_image1_1604238593.jpg""); width: 488px;"
1732752955-428,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 350m² - Mamelles,https://sn.coinafrique.com/annonce/terrains/vente-terrain-350m-mamelles-2730670,350 m2,90 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2730670_uploaded_image1_1604264725.jpg""); width: 666px;"
1732752960-429,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 225 m2 - Diass,https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2731006,225,600 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2731006_uploaded_image1_1604287376.jpg""); width: 593px;"
1732752963-430,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 210 ha -  Kounoune,https://sn.coinafrique.com/annonce/terrains/terrain-210-ha-kounoune-2731110,100000 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2731110_uploaded_image1_1604299117.jpg""); width: 548px;"
1732752970-431,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains - Touba,https://sn.coinafrique.com/annonce/terrains/terrains-touba-2731710,400 m2,400 000 CFA,"Touba, Sénégal","background-image: url(""https://images.coinafrique.com/2731710_uploaded_image1_1604316009.jpg""); width: 388px;"
1732752974-432,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 10000 m² - Sicap Liberté,https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-sicap-liberte-2731837,10000,17 000 000 CFA,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2731837_uploaded_image1_1604318014.jpg""); width: 380px;"
1732752979-433,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 100 ha   - Tassette,https://sn.coinafrique.com/annonce/terrains/terrain-100-ha-tassette-2731886,1000000 m2,260 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2731886_uploaded_image1_1604318927.jpg""); width: 370px;"
1732752983-434,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 225 m²  - Ndiass,https://sn.coinafrique.com/annonce/terrains/terrains-225-m-ndiass-2731916,225,1 600 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2731916_uploaded_image1_1604319931.jpg""); width: 380px;"
1732752986-435,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 300 m2 - Diamniadio,https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-diamniadio-2731951,300,5 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2731951_uploaded_image1_1604320616.jpg""); width: 380px;"
1732752991-436,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 327m2  - Saint Louis,https://sn.coinafrique.com/annonce/terrains/terrains-327m2-saint-louis-2731971,327,4 500 000 CFA,"Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/2731971_uploaded_image1_1604321058.jpg""); width: 380px;"
1732752994-437,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 275 m2  - Mbour,https://sn.coinafrique.com/annonce/terrains/terrains-275-m2-mbour-2732441,275,4 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2732441_uploaded_image1_1604331395.jpg""); width: 380px;"
1732752998-438,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 150 m2 - Cité Nestlé,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-cite-nestle-2732592,150,19 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2732592_uploaded_image1_1604335252.jpg""); width: 409px;"
1732753003-439,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrains 150m² - Diamniadio,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-diamniadio-2732897,150,1 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2732897_uploaded_image1_1604342709.jpg""); width: 369px;"
1732753006-440,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrains 330 m² - Mermoz Sacré-coeur,https://sn.coinafrique.com/annonce/terrains/vente-terrains-330-m-mermoz-sacre-coeur-2733011,330,230 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2733011_uploaded_image1_1604345926.jpg""); width: 408px;"
1732753010-441,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrains 150m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-keur-massar-2733189,150,7 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2733189_uploaded_image1_1604352264.jpg""); width: 369px;"
1732753015-442,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 600 m² - Somone,https://sn.coinafrique.com/annonce/terrains/vente-terrain-600-m-somone-2733259,600 m2,17 500 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2733259_uploaded_image1_1604354580.jpg""); width: 488px;"
1732753021-443,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 300 m2 - Mbour Nguekokh,https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-mbour-nguekokh-2734007,300,3 500 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2734007_uploaded_image1_1604394900.jpg""); width: 508px;"
1732753026-444,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain - Dakar Rebeuss,https://sn.coinafrique.com/annonce/terrains/terrain-dakar-rebeuss-2734322,750 m2,600 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2734322_uploaded_image1_1604401193.jpg""); width: 386px;"
1732753031-445,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain - Diass,https://sn.coinafrique.com/annonce/terrains/terrain-diass-2734470,150 m2,3 000 000 CFA,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2734470_uploaded_image1_1604403573.jpg""); width: 617px;"
1732753035-446,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 150 m2 - Darou Salame Dalifor,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-darou-salame-dalifor-2734621,150 m2,26 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2734621_uploaded_image1_1604406218.jpg""); width: 393px;"
1732753041-447,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 225 m² - Thies,https://sn.coinafrique.com/annonce/terrains/terrains-225-m-thies-2735047,225,2 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2735047_uploaded_image1_1604415483.jpg""); width: 446px;"
1732753045-448,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 225 m²  - Mboro,https://sn.coinafrique.com/annonce/terrains/terrains-225-m-mboro-2735059,225,2 500 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2735059_uploaded_image1_1604415667.jpg""); width: 446px;"
1732753051-449,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 150 m2 - Mbao,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-mbao-2735086,150,22 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2735086_uploaded_image1_1604416354.jpg""); width: 369px;"
1732753058-450,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 500 m²  - Almadies,https://sn.coinafrique.com/annonce/terrains/terrains-500-m-almadies-2735140,500,400 000 000 CFA,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2735140_uploaded_image2_1604417160.jpeg""); width: 484px;"
1732753062-451,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2735203,,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2735203_uploaded_image1_1604418437.jpg""); width: 428px;"
1732753066-452,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 180 m²  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-180-m-keur-massar-2735358,180,14 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2735358_uploaded_image1_1604421620.jpg""); width: 369px;"
1732753069-453,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 180 m2 - Keur massar,https://sn.coinafrique.com/annonce/terrains/terrains-180-m2-keur-massar-2735363,180,14 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2735363_uploaded_image1_1604421700.jpg""); width: 369px;"
1732753075-454,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 180 m2 - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-180-m2-keur-massar-2735390,180,14 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2735390_uploaded_image1_1604422280.jpg""); width: 369px;"
1732753080-455,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 300 m²  - Ndiass,https://sn.coinafrique.com/annonce/terrains/terrains-300-m-ndiass-2735441,300,3 500 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2735441_uploaded_image1_1604423355.jpg""); width: 410px;"
1732753086-456,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 500m² - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-500m-dakar-2735825,500,215 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2735825_uploaded_image1_1604432299.jpg""); width: 407px;"
1732753090-457,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2736808,1600,7 000 000 CFA,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2736808_uploaded_image1_1604478193.jpg""); width: 534px;"
1732753094-458,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2736950,150 m2,8 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2736950_uploaded_image1_1604482498.jpg""); width: 369px;"
1732753099-459,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2737033,150 m2,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2737033_uploaded_image1_1604484356.jpg""); width: 410px;"
1732753104-460,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 150 m2 - Cité hawo dia kounoune,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-cite-hawo-dia-kounoune-2737366,150 m2,14 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2737366_uploaded_image1_1604490799.jpg""); width: 453px;"
1732753108-461,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 681 m2 - Yoff,https://sn.coinafrique.com/annonce/terrains/terrain-681-m2-yoff-2737425,681,350 000 000 CFA,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2737425_uploaded_image1_1604491954.jpg""); width: 378px;"
1732753114-462,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 400 m²,https://sn.coinafrique.com/annonce/terrains/terrains-400-m-2737533,400,22 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2737533_uploaded_image1_1604493766.jpg""); width: 369px;"
1732753120-463,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 1080 m²  - Point E,https://sn.coinafrique.com/annonce/terrains/terrains-1080-m-point-e-2737909,1080,680 000 CFA,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2737909_uploaded_image1_1604499738.jpg""); width: 421px;"
1732753124-464,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 2 lots   -Vdn 3,https://sn.coinafrique.com/annonce/terrains/terrains-2-lots-vdn-3-2738395,150 m2,35 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2738395_uploaded_image1_1604510010.jpg""); width: 410px;"
1732753129-465,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrains 150m² - Dakar Thiaroye Azur,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150m-dakar-thiaroye-azur-2738823,150,19 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2738823_uploaded_image1_1604523219.jpg""); width: 488px;"
1732753133-466,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrains 150 m²,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-2739003,,3 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2739003_uploaded_image1_1604528256.jpg""); width: 562px;"
1732753138-467,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 10200 m² - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-10200-m-mbour-2739239,10200,25 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2739239_uploaded_image1_1604539751.jpg""); width: 369px;"
1732753144-468,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 150 m2   - Ndiakhirate,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-ndiakhirate-2739927,158 m2,3 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2739927_uploaded_image1_1604573159.jpg""); width: 671px;"
1732753149-469,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 165 m2 - Keur masar,https://sn.coinafrique.com/annonce/terrains/terrain-165-m2-keur-masar-2740128,165 m2,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2740128_uploaded_image1_1604576584.jpg""); width: 558px;"
1732753153-470,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 225 m2 - Saly,https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-saly-2740175,225 m2,4 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2740175_uploaded_image1_1604577535.jpg""); width: 488px;"
1732753157-471,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 150 m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-2740307,150,4 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2740307_uploaded_image1_1604580030.jpg""); width: 488px;"
1732753163-472,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain -  Tivaoune Peulh,https://sn.coinafrique.com/annonce/terrains/terrain-tivaoune-peulh-2740323,,Prix sur demande,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2740323_uploaded_image1_1604580721.jpg""); width: 521px;"
1732753168-473,https://sn.coinafrique.com/categorie/terrains?page=114,Terrains 225 m²  - Toubab dialao,https://sn.coinafrique.com/annonce/terrains/terrains-225-m-toubab-dialao-2740380,225,1 500 000 CFA,"Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/2740380_uploaded_image1_1604582329.jpg""); width: 369px;"
1732753172-474,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrain  - Diamniadio,https://sn.coinafrique.com/annonce/terrains/vente-terrain-diamniadio-2740471,150,1 800 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2740471_uploaded_image2_1604584532.jpeg""); width: 434px;"
1732753176-475,https://sn.coinafrique.com/categorie/terrains?page=114,Terrain 150 m² - Dénibirame Ndaw Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-denibirame-ndaw-lac-rose-2740807,150 m2,1 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2740807_uploaded_image1_1604590013.jpg""); width: 570px;"
